Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,December,Cangwu Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Cangwu County, Guangxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,15.8798,15.8798,Cubic meters per day (in thousands),60,N/A,,,Direct negotiation,,Western Water Corporation (100% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,December,Cenxi City Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Cenxi City, Guangxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,5.44778,5.44778,Cubic meters per day (in thousands),30,N/A,,,Direct negotiation,,Guangxi Huahong Water Affairs Investment Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,April,Changle County Raw Water Supply Project,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Potable water treatment plant,"Changle County, Shandong Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,15.5937,15.5937,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,Salcon Bhd (100% / Malaysia),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,April,Changle County Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Changle County, Shandong Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,75,0,14.3062,14.3062,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,Salcon Bhd (75% / Malaysia),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,April,Chongqing Water Affairs,..,Divestiture,Partial,Active,04/01/2009,Water and sewerage,Water Utility,Water utility without sewerage,Chongqing Municipality,Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,15,228.898,0,228.898,Cubic meters per day (in thousands),Not Available,N/A,,,Direct negotiation,,"NWS Holdings Limited (8% / Hong Kong, China), SUEZ (8% / France)",User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,April,Chongqing Water Affairs,..,Divestiture,Partial,Active,04/01/2009,Water and sewerage,Water Utility,Water utility without sewerage,Chongqing Municipality,Not Available,Local/Municipal,Not Applicable,,Not Available,,,2010,21,516,Not Applicable,516,Cubic meters per day (in thousands),Not Available,N/A,,,Direct negotiation,,"NWS Holdings Limited (8% / Hong Kong, China), SUEZ (8% / France)",User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Daye City Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Daye City, Hubei Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,80,0,6.91345,6.91345,Cubic meters per day (in thousands),30,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (80% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,December,Debao Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Debao County, Guangxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,3.47639,3.47639,Cubic meters per day (in thousands),15,N/A,,Not Available,Competitive bidding,Not Available,Guangxi Huahong Water Affairs Investment Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Dingzhou City Tiexi Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Dingzhou City, Hebei Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,5.00715,5.00715,Cubic meters per day (in thousands),40,N/A,,,Direct negotiation,,Kardan Water International Group Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,March,Dongchuan District City Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Kunming City, Yunnan Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,4.29185,4.29185,Cubic meters per day (in thousands),20,N/A,,,Direct negotiation,,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,October,Fusui Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Fushui County, Guangxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,8.58369,8.58369,Cubic meters per day (in thousands),40,N/A,,,Direct negotiation,,Guangxi Huahong Water Affairs Investment Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,July,Guangrao County Wastewater Treatment Plant,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Guangrao County, Shandong Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,2.85122,8.49642,11.3476,Population (in thousands),50,N/A,,,Direct negotiation,,Chongqing Kangda Environmental Protection Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,November,Haerbin Qunli Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Haerbin City, Heilongjiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,55.6509,55.6509,Cubic meters per day (in thousands),150,N/A,,Not Available,Competitive bidding,Not Available,Chongqing Kangda Environmental Protection Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,August,Heilongjiang Muling City Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Muling City, Heilongjiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,6.15165,6.15165,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Dalian Dongda Environmental Engineering Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,July,Heilongjiang Zhaodong City Water Supply and Drainage Project,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhaodong City, Heilongjiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,22.0315,22.0315,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,Beijing Herocan Environmental Engineering Tech Co. Ltd (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,February,Huangshi City Ci Lake Wastewater Treatment Plant Phase II,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Huangshi City, Hubei Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,16.166,16.166,Cubic meters per day (in thousands),125,N/A,,Not Available,Competitive bidding,Not Available,Asia Water Technology (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,December,Hubei Tianmen Wastewater Treatment Project,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Tianmen City, Hubei Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,25.3219,25.3219,Cubic meters per day (in thousands),150,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Hubei Zhijiang City Wastewater Treatment BOT Project,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhijiang City, Hubei Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,80,0,7.72961,7.72961,Cubic meters per day (in thousands),35,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (80% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,March,Jiangsu Jintan City No. 1 Wastewater Treatment Plant,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Jintan City, Jiangsu Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,Not Available,10,10,Cubic meters per day (in thousands),30,N/A,,Not Available,Competitive bidding,Not Available,Golden State Environment (100% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Jiangsu Shanghu Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Changshu City, Jiangsu Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,2.14592,2.14592,Cubic meters per day (in thousands),35,N/A,,Not Available,Competitive bidding,Not Available,Runtry Water Co Ltd (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Jiangxi Wannian Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Wannian County, Jiangxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,2.86123,2.86123,Cubic meters per day (in thousands),15,N/A,,Not Available,Competitive bidding,Not Available,"China Water Affairs Group Ltd (100% / Hong Kong, China)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,January,Jiangxi Yingtan City Water Supply Co. Ltd.,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Water Utility,Water utility without sewerage,"Yingtan City, Jiangxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,51,10.7457,Not Available,10.7457,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,"China Water Industry (51% / Hong Kong, China)",User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,March,Jilin Liaoyuan Wastewater Treatment Plant,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Liaoyuan City, Jilin Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,12.8755,Not Available,12.8755,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,Sinomem Technology Ltd. (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,December,Jingbian County Wastewater Treatment Plant Phase I,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Jinbian County, Shannxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,5.5794,5.5794,Cubic meters per day (in thousands),15,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,August,Jingdezhen No. 2 Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Jingdezhen City, Jiangxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,18.598,18.598,Cubic meters per day (in thousands),80,N/A,,Not Available,Competitive bidding,Not Available,Asia Environment Holdings Ltd (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,February,Langfang City Railway North Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Langfang City, Hebei Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,19.5994,19.5994,Cubic meters per day (in thousands),80,N/A,,,Direct negotiation,,Hyflux (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,January,Nanjing City Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Nanjing County, Fujian Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,1.8598,1.8598,Cubic meters per day (in thousands),10,N/A,,Not Available,Competitive bidding,Not Available,"Grupo Tradebe (.. / Spain), Easen International Company Ltd (.. / United States)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,September,Ning'an Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Mudanjiang District, Heilongjiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,6.15165,6.15165,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Dalian Dongda Environmental Engineering Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,October,Pingfang Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Haerbin City, Heilongjiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,70,0,51.9313,51.9313,Cubic meters per day (in thousands),150,N/A,,Not Available,Competitive bidding,Not Available,North America Environmental Tech (70% / Canada),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Qianchuan Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Wuhan City, Hubei Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,22.8898,22.8898,Cubic meters per day (in thousands),120,N/A,,Not Available,Competitive bidding,Not Available,Asia Water Technology (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,August,Shandong Sishui County Wastewater Treatment Plant,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Sishui County, Shandong Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,Not Available,Not Available,Not Available,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Longquan Group (100% / Malaysia),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,April,Shenyang Shenbei Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shenyang City, Liaoning Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,8.58369,8.58369,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,Not Available,Shenyang Zhenxing (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,November,Shizong Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shizong County, Yunnan Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,17.1674,17.1674,Cubic meters per day (in thousands),30,N/A,,Not Available,Competitive bidding,Not Available,Hans Technologies (100% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Shuangyashan Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shuangyashan City, Heilongjiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,21.03,21.03,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,Not Available,Haerbin Wanxinglong Co. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,July,Six Wastewater Treatment Plants in Danyang City,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Danyang City, Jiangsu Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,57.2246,57.2246,Cubic meters per day (in thousands),140,N/A,,Not Available,Competitive bidding,Not Available,Asia Environment Holdings Ltd (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,April,Taizhou City No. 4 Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Taizhou City, Jiangsu Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,7.5,7.5,Cubic meters per day (in thousands),40,N/A,,Not Available,Competitive bidding,Not Available,Golden State Environment (100% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,March,Tangshan County Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Tangshan County, Anhui Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,5.19313,5.19313,Cubic meters per day (in thousands),25,N/A,,Not Available,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,December,Taohua River Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Taojiang County, Hunan Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,5.00715,5.00715,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Lianheruntong (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Xigu Wastewater Treatment BOT Project,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Lanzhou City, Gansu Province",30,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,18.598,18.598,Cubic meters per day (in thousands),100,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,October,Xinyigou Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Haerbin City, Heilongjiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,60,0,61.5165,61.5165,Cubic meters per day (in thousands),100,N/A,,Not Available,Competitive bidding,Not Available,North America Environmental Tech (60% / Canada),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,July,Xuancheng Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Xuancheng City, Anhui Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,10.0143,10.0143,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,Not Available,Bio-Treat Technology Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Yancheng City Huijin Water Affairs Co. Ltd. ,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Potable water treatment plant,"Yancheng City, Jiangsu Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,49,28.6123,Not Available,28.6123,Cubic meters per day (in thousands),235,N/A,,Not Available,Competitive bidding,Not Available,China Water Group Inc. (49% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,March,Yuanping City Wastewater Treatment Plant ,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yuanping City, Shanxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,17.1674,17.1674,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,Not Available,GreenTech Engineering Co. Ltd (.. / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Zhejiang Deqing Water Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Potable water treatment plant,"Deqing County, Zhejiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,20,20,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,Darco (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,October,Zhoukou City Wastewater Treatment Plant,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhoukou City, Henan Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,9.299,Not Available,9.299,Cubic meters per day (in thousands),120,N/A,,Not Available,Competitive bidding,Not Available,Asia Environment Holdings Ltd (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Zhuanghe City Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhuanghe City, Liaoning Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,7.50644,7.50644,Cubic meters per day (in thousands),30,N/A,,Not Available,Competitive bidding,Not Available,Dalian Dongda Environmental Engineering Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Zhumadian Water Supply Project,..,Divestiture,Partial,Active,04/01/2009,Water and sewerage,Treatment plant,Potable water treatment plant,"Zhumadian City, Henan Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,51,18.2403,42.9185,61.1588,Cubic meters per day (in thousands),120,N/A,,,Direct negotiation,,China Water Group Inc. (51% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,July,Anda City Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant," Anda City, Heilongjiang Province",Not Available,Local/Municipal,Not Available,,Not Available,,,2009,100,0,28.99,28.99,Cubic meters per day (in thousands),45,N/A,,Not Available,Competitive bidding,Not Available,"Nanjing Lanshen Group (.. / China), Runtry Water Co Ltd (.. / China)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,April,Bama County Wastewater Treatment Plant ,,Greenfield project,"Build, operate, and transfer",Active,06/01/2010,Water and sewerage,Treatment plant,Sewerage treatment plant,"Bama County, Guangxi Province",30,Local/Municipal,Not Available,,Not Available,,,2009,50,0,4.43,4.43,Cubic meters per day (in thousands),15,N/A,,,Direct negotiation,,Guangxi Heng'an International Investment Co (50% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,July,Baoji Shilipu Wastewater Treatment Plant ,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Baoji City, Shannxi Province",26,Local/Municipal,Not Available,,Not Available,,,2009,100,19.85,0,19.85,Cubic meters per day (in thousands),120,N/A,,Highest price paid to government,Competitive bidding,6,Shenzhen Goldtrust Water Affairs Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,August,Changde City Jiangnan Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Changde City, Hunan Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,4.65,4.65,Cubic meters per day (in thousands),15,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
